40 (0.991864831039) 
36 (0.969649561952) 
64 (0.823216520651) 
58 (0.999687108886) 
44 (0.817271589487) 
48 (0.942740926158) 
34 (0.951188986233) 
29 (0.995306633292) 
3 (0.88829787234) 
56 (0.945244055069) 
5 (0.929599499374) 
62 (0.957446808511) 
7 (0.962453066333) 
52 (0.996558197747) 
60 (0.985294117647) 
25 (0.894868585732) 
66 (0.945244055069) 
42 (0.849186483104) 
9 (0.899249061327) 
62 29 48 (0.89549436796) 
62 5 52 (0.891113892365) 
25 40 52 (0.883604505632) 
9 56 40 (0.854192740926) 
29 66 40 (0.935231539424) 
9 36 48 (0.833854818523) 
9 3 29 (0.804443053817) 
58 48 40 (0.934292866083) 
34 36 58 (0.920525657071) 
62 3 40 (0.847622027534) 
62 56 36 (0.88423028786) 
3 5 52 (0.822903629537) 
60 64 40 (0.808510638298) 
7 66 34 (0.868898623279) 
58 48 36 (0.934292866083) 
62 56 66 (0.862015018773) 
5 29 52 (0.923967459324) 
56 5 58 (0.876720901126) 
9 56 34 (0.825093867334) 
44 58 40 (0.808823529412) 
25 62 29 (0.852941176471) 
36 48 40 (0.926470588235) 
42 58 52 (0.846996245307) 
60 5 40 (0.908635794743) 
9 29 52 (0.894242803504) 
62 7 48 (0.862640801001) 
7 40 52 (0.950876095119) 
9 5 34 (0.820400500626) 
29 66 48 (0.896433041302) 
56 48 34 (0.845118898623) 
40 66 7 (0.901752190238) 
36 40 34 (0.913642052566) 
5 40 66 (0.879849812265) 
9 58 34 (0.861076345432) 
42 36 52 (0.819774718398) 
3 29 34 (0.846683354193) 
56 5 66 (0.833541927409) 
40 66 52 (0.934292866083) 
60 3 34 (0.83604505632) 
36 48 7 (0.897058823529) 
40 48 34 (0.886733416771) 
42 66 52 (0.815394242804) 
9 29 7 (0.862015018773) 
3 5 29 (0.825719649562) 
9 36 34 (0.831038798498) 
29 40 7 (0.952127659574) 
56 29 7 (0.911138923655) 
3 36 40 (0.851063829787) 
58 48 7 (0.904881101377) 
5 66 34 (0.861389236546) 
60 29 7 (0.946182728411) 
48 66 40 (0.891426783479) 
56 29 66 (0.887984981227) 
60 5 29 (0.913329161452) 
9 40 52 (0.88986232791) 
25 5 36 (0.808197747184) 
44 29 58 (0.812265331665) 
29 48 36 (0.929912390488) 
56 36 40 (0.907071339174) 
36 66 40 (0.907384230288) 
7 40 34 (0.909574468085) 
60 64 29 (0.804443053817) 
9 5 52 (0.836983729662) 
60 62 3 (0.841989987484) 
56 29 58 (0.940237797247) 
25 7 34 (0.814455569462) 
60 25 52 (0.882978723404) 
60 36 52 (0.951501877347) 
29 48 58 (0.937734668335) 
5 29 36 (0.897058823529) 
56 58 40 (0.937108886108) 
9 62 36 (0.830100125156) 
60 9 62 (0.848247809762) 
56 42 58 (0.803817271589) 
62 7 52 (0.916458072591) 
56 29 36 (0.910200250313) 
9 36 52 (0.866395494368) 
60 42 58 (0.840738423029) 
25 5 52 (0.825719649562) 
62 29 3 (0.852315394243) 
29 40 34 (0.942740926158) 
60 5 66 (0.886107634543) 
25 7 40 (0.850125156446) 
56 58 7 (0.913016270338) 
9 62 5 (0.807259073842) 
60 58 66 (0.944931163955) 
62 58 34 (0.911451814768) 
60 62 5 (0.880162703379) 
29 48 7 (0.903003754693) 
56 7 40 (0.905506883605) 
25 29 40 (0.882978723404) 
29 48 34 (0.892678347935) 
7 48 34 (0.859511889862) 
56 36 7 (0.882978723404) 
42 40 52 (0.841989987484) 
62 36 3 (0.823216520651) 
60 5 52 (0.911451814768) 
5 58 66 (0.885794743429) 
60 25 34 (0.839799749687) 
60 36 7 (0.91802252816) 
40 48 7 (0.897058823529) 
56 36 66 (0.86013767209) 
25 36 40 (0.866082603254) 
60 34 52 (0.934292866083) 
25 58 7 (0.857947434293) 
3 58 7 (0.865143929912) 
60 42 34 (0.806633291615) 
56 5 36 (0.846683354193) 
56 29 40 (0.932728410513) 
60 40 34 (0.930225281602) 
25 58 36 (0.873904881101) 
56 42 29 (0.800375469337) 
3 58 66 (0.845744680851) 
56 58 36 (0.914580725907) 
60 40 66 (0.937734668335) 
25 66 34 (0.808823529412) 
60 42 66 (0.817271589487) 
60 36 40 (0.947121401752) 
9 62 29 (0.857947434293) 
60 29 36 (0.950876095119) 
60 3 48 (0.829161451815) 
60 58 48 (0.933979974969) 
25 29 52 (0.887984981227) 
3 29 58 (0.88829787234) 
60 29 66 (0.942740926158) 
60 25 56 (0.835106382979) 
60 62 29 (0.938986232791) 
3 66 52 (0.842928660826) 
25 40 66 (0.841989987484) 
9 58 48 (0.84167709637) 
60 25 5 (0.820087609512) 
9 56 48 (0.803817271589) 
62 29 40 (0.948060075094) 
64 29 52 (0.818210262829) 
60 9 5 (0.827284105131) 
60 42 52 (0.839173967459) 
36 48 34 (0.885794743429) 
60 3 7 (0.85450563204) 
60 40 52 (0.974030037547) 
60 56 5 (0.862327909887) 
3 29 7 (0.865143929912) 
62 5 66 (0.852628285357) 
60 56 7 (0.899249061327) 
34 66 52 (0.900187734668) 
60 9 34 (0.849812265332) 
60 62 7 (0.906132665832) 
60 56 34 (0.88829787234) 
25 34 52 (0.846057571965) 
9 56 7 (0.829474342929) 
25 36 7 (0.83760951189) 
60 62 66 (0.904881101377) 
9 62 34 (0.825093867334) 
60 9 66 (0.849499374218) 
34 58 52 (0.948060075094) 
58 7 34 (0.916458072591) 
5 7 34 (0.870775969962) 
60 48 52 (0.93085106383) 
9 29 48 (0.839486858573) 
5 36 52 (0.895807259074) 
44 29 40 (0.804443053817) 
42 58 48 (0.801939924906) 
60 29 40 (0.973404255319) 
62 3 66 (0.810700876095) 
58 7 52 (0.958698372966) 
60 42 40 (0.835732165207) 
64 29 40 (0.818210262829) 
9 40 34 (0.855131414268) 
60 7 34 (0.902690863579) 
5 58 52 (0.925844806008) 
60 36 66 (0.914893617021) 
9 56 29 (0.858573216521) 
62 58 40 (0.952753441802) 
29 7 34 (0.916145181477) 
62 40 48 (0.89549436796) 
36 29 52 (0.961514392991) 
60 62 36 (0.912703379224) 
5 29 7 (0.893617021277) 
62 5 48 (0.837296620776) 
3 5 34 (0.804755944931) 
7 66 52 (0.905819774718) 
9 3 58 (0.804443053817) 
60 56 52 (0.928973717146) 
5 36 34 (0.873591989987) 
62 36 40 (0.922403003755) 
60 58 52 (0.98153942428) 
60 7 40 (0.94055068836) 
56 40 52 (0.935857321652) 
62 56 48 (0.857321652065) 
42 58 40 (0.843554443054) 
3 58 48 (0.83604505632) 
5 7 52 (0.891113892365) 
25 62 58 (0.856695869837) 
60 48 34 (0.886107634543) 
56 48 52 (0.886420525657) 
48 66 34 (0.856695869837) 
58 7 36 (0.931789737171) 
60 64 52 (0.808197747184) 
36 40 52 (0.958072590738) 
9 58 52 (0.896433041302) 
60 66 52 (0.941802252816) 
56 66 34 (0.854192740926) 
62 36 7 (0.889549436796) 
29 66 52 (0.939299123905) 
5 48 66 (0.839799749687) 
56 36 34 (0.872027534418) 
40 48 52 (0.931163954944) 
25 40 48 (0.852002503129) 
3 40 66 (0.838235294118) 
34 36 29 (0.91958698373) 
9 29 36 (0.866395494368) 
62 5 58 (0.894555694618) 
60 3 40 (0.869837296621) 
29 7 52 (0.956821026283) 
9 58 7 (0.86170212766) 
62 58 7 (0.919899874844) 
3 29 36 (0.859198998748) 
60 9 40 (0.880162703379) 
42 29 7 (0.813204005006) 
9 40 66 (0.842928660826) 
62 40 66 (0.900187734668) 
62 48 34 (0.854192740926) 
9 48 34 (0.804130162703) 
3 5 58 (0.825719649562) 
62 58 66 (0.904881101377) 
9 48 66 (0.803191489362) 
56 29 48 (0.883291614518) 
56 58 66 (0.890175219024) 
60 9 56 (0.84887359199) 
9 34 52 (0.858886107635) 
9 56 36 (0.830725907384) 
36 7 34 (0.886420525657) 
5 40 34 (0.897997496871) 
42 29 40 (0.840112640801) 
25 62 34 (0.812891113892) 
9 58 40 (0.892052565707) 
3 29 48 (0.83604505632) 
25 29 58 (0.890801001252) 
34 29 52 (0.947121401752) 
56 66 52 (0.888923654568) 
25 5 40 (0.822277847309) 
3 36 34 (0.817584480601) 
29 7 36 (0.929912390488) 
29 66 34 (0.901752190238) 
62 7 34 (0.87703379224) 
48 66 52 (0.89549436796) 
60 56 40 (0.923028785982) 
25 36 48 (0.854192740926) 
29 7 58 (0.959949937422) 
60 25 40 (0.878285356696) 
29 40 52 (0.983729662078) 
5 40 48 (0.86576971214) 
44 40 52 (0.805694618273) 
48 66 7 (0.862953692115) 
3 5 40 (0.81914893617) 
62 5 29 (0.892365456821) 
9 5 29 (0.838235294118) 
62 48 52 (0.896745932416) 
9 48 52 (0.839486858573) 
25 56 58 (0.843554443054) 
62 58 52 (0.954005006258) 
62 29 7 (0.917709637046) 
34 7 52 (0.91395494368) 
34 56 58 29 (0.900813516896) 
62 5 40 48 (0.833229036295) 
62 56 3 52 (0.82071339174) 
60 25 29 48 (0.850750938673) 
48 58 40 7 (0.896745932416) 
66 36 40 34 (0.866082603254) 
5 36 7 29 (0.863266583229) 
5 36 66 34 (0.831038798498) 
56 36 48 52 (0.878285356696) 
62 5 58 34 (0.869211514393) 
62 5 7 48 (0.80225281602) 
58 36 66 48 (0.890488110138) 
56 5 40 34 (0.850125156446) 
62 5 48 52 (0.833854818523) 
5 29 48 34 (0.845431789737) 
60 5 48 34 (0.838861076345) 
34 5 58 36 (0.873279098874) 
62 58 40 3 (0.847622027534) 
9 29 66 40 (0.84167709637) 
5 36 29 52 (0.893617021277) 
60 3 36 29 (0.848560700876) 
56 5 58 48 (0.819461827284) 
62 29 40 34 (0.906445556946) 
56 58 29 52 (0.938673341677) 
36 58 7 52 (0.928347934919) 
62 56 58 7 (0.88266583229) 
52 36 66 40 (0.903942428035) 
62 36 66 34 (0.835106382979) 
25 34 7 52 (0.811952440551) 
9 36 48 40 (0.826971214018) 
56 36 66 7 (0.829787234043) 
25 62 29 34 (0.811639549437) 
60 9 5 40 (0.821964956195) 
64 29 40 52 (0.817897371715) 
62 5 36 48 (0.829161451815) 
25 36 48 40 (0.846057571965) 
62 56 7 66 (0.831664580726) 
60 25 7 40 (0.84167709637) 
60 25 36 48 (0.848560700876) 
9 34 58 36 (0.830725907384) 
3 5 58 29 (0.825719649562) 
5 29 66 34 (0.86013767209) 
60 9 5 29 (0.826658322904) 
60 25 40 66 (0.841989987484) 
62 36 48 29 (0.887359198999) 
60 25 62 48 (0.816645807259) 
60 5 29 34 (0.888610763454) 
64 58 29 52 (0.817897371715) 
9 56 36 40 (0.823842302879) 
56 29 66 34 (0.852941176471) 
60 42 40 66 (0.812265331665) 
3 29 66 40 (0.838235294118) 
25 62 29 52 (0.849812265332) 
60 62 29 66 (0.902377972466) 
9 34 48 52 (0.801627033792) 
60 56 5 34 (0.841989987484) 
66 29 48 36 (0.88829787234) 
60 25 40 34 (0.832916145181) 
9 56 40 66 (0.804755944931) 
52 29 66 40 (0.931789737171) 
9 58 40 52 (0.889549436796) 
60 25 40 48 (0.846683354193) 
60 62 5 48 (0.829161451815) 
60 25 56 29 (0.831351689612) 
34 5 48 52 (0.843867334168) 
25 58 66 29 (0.846683354193) 
56 48 66 34 (0.80788485607) 
60 5 36 29 (0.882978723404) 
9 58 29 36 (0.866082603254) 
60 36 58 52 (0.951188986233) 
9 29 7 52 (0.859511889862) 
36 58 48 29 (0.929599499374) 
60 25 29 40 (0.874530663329) 
60 25 40 52 (0.875156445557) 
60 58 66 7 (0.908948685857) 
60 56 36 34 (0.857947434293) 
60 62 56 36 (0.869837296621) 
60 62 34 52 (0.894868585732) 
5 48 66 29 (0.838548185232) 
60 56 7 52 (0.897684605757) 
9 56 7 52 (0.827909887359) 
62 34 58 52 (0.908635794743) 
62 3 7 52 (0.82634543179) 
60 5 66 52 (0.88266583229) 
9 5 29 7 (0.804755944931) 
25 48 66 52 (0.816958698373) 
42 58 66 40 (0.811952440551) 
60 5 29 7 (0.879536921151) 
56 48 66 52 (0.842615769712) 
60 25 56 48 (0.803504380476) 
62 29 66 3 (0.810700876095) 
62 42 58 40 (0.809762202753) 
56 58 66 29 (0.887672090113) 
62 5 40 66 (0.848560700876) 
60 9 7 52 (0.847934918648) 
42 36 40 52 (0.814455569462) 
3 56 29 66 (0.803504380476) 
60 9 36 34 (0.819461827284) 
60 56 40 48 (0.872027534418) 
60 9 7 66 (0.813829787234) 
60 62 56 7 (0.868898623279) 
60 25 7 52 (0.846370463079) 
60 25 29 7 (0.847622027534) 
60 56 36 52 (0.898623279099) 
3 36 66 29 (0.816645807259) 
62 29 66 52 (0.898936170213) 
62 5 48 66 (0.806320400501) 
9 5 58 40 (0.833854818523) 
60 9 40 52 (0.877659574468) 
60 9 36 58 (0.856382978723) 
60 62 36 58 (0.912703379224) 
62 5 7 34 (0.83604505632) 
62 3 40 7 (0.824468085106) 
9 58 29 52 (0.89392991239) 
60 36 40 29 (0.943053817272) 
60 58 40 7 (0.940237797247) 
60 3 48 52 (0.82634543179) 
25 56 29 52 (0.838861076345) 
42 7 40 52 (0.807259073842) 
60 9 7 34 (0.815707133917) 
60 9 36 66 (0.81914893617) 
62 42 29 40 (0.806007509387) 
60 42 58 29 (0.83760951189) 
9 62 58 40 (0.856695869837) 
60 36 66 48 (0.890801001252) 
60 7 48 34 (0.851689612015) 
62 7 48 52 (0.859198998748) 
60 62 5 34 (0.855444305382) 
42 58 40 34 (0.80944931164) 
34 56 40 52 (0.893617021277) 
60 56 5 29 (0.860763454318) 
3 34 29 52 (0.844493116395) 
56 36 40 7 (0.875156445557) 
60 34 56 52 (0.886733416771) 
60 40 48 7 (0.889549436796) 
60 9 56 52 (0.847309136421) 
5 58 48 40 (0.865456821026) 
25 62 58 48 (0.821964956195) 
3 58 7 29 (0.865143929912) 
