62 (3060) 
7 (3076) 
52 (3185) 
5 (2971) 
42 (2714) 
3 (2839) 
64 (2631) 
66 (3021) 
60 (3149) 
40 (3170) 
25 (2860) 
46 (2556) 
36 (3099) 
58 (3195) 
48 (3013) 
44 (2612) 
29 (3181) 
34 (3040) 
56 (3021) 
9 (2874) 
48 9 34 (2570) 
56 9 52 (2747) 
66 3 62 (2591) 
25 29 7 (2737) 
40 66 52 (2986) 
64 40 29 (2615) 
56 3 52 (2700) 
56 58 3 (2704) 
60 52 7 (3020) 
48 66 29 (2865) 
48 56 58 (2837) 
52 5 62 (2848) 
48 25 62 (2627) 
40 34 42 (2588) 
34 52 29 (3027) 
56 52 7 (2914) 
56 9 66 (2593) 
48 5 62 (2676) 
3 36 7 (2672) 
56 60 36 (2877) 
9 29 62 (2742) 
52 36 5 (2863) 
56 9 34 (2637) 
25 58 62 (2738) 
48 58 60 (2985) 
48 56 7 (2736) 
9 34 60 (2716) 
48 56 66 (2698) 
9 3 29 (2571) 
40 9 5 (2666) 
3 60 62 (2691) 
40 48 58 (2986) 
60 52 62 (3003) 
40 9 60 (2813) 
66 36 34 (2789) 
42 58 62 (2598) 
52 3 36 (2737) 
42 58 7 (2602) 
52 58 36 (3087) 
48 52 36 (2976) 
40 66 5 (2812) 
42 5 29 (2556) 
9 36 62 (2653) 
48 36 29 (2972) 
60 5 7 (2814) 
48 34 60 (2832) 
52 44 29 (2586) 
48 58 29 (2997) 
66 60 62 (2892) 
48 3 36 (2646) 
56 58 36 (2923) 
34 42 29 (2598) 
40 25 5 (2628) 
48 25 52 (2739) 
58 52 7 (3064) 
56 66 62 (2755) 
58 3 52 (2830) 
58 5 62 (2859) 
40 60 7 (3006) 
52 5 7 (2848) 
9 34 36 (2656) 
25 66 29 (2707) 
9 60 5 (2644) 
9 60 62 (2711) 
58 60 5 (2923) 
34 29 7 (2928) 
42 29 62 (2586) 
56 34 62 (2791) 
25 36 62 (2672) 
66 52 42 (2606) 
56 34 60 (2839) 
40 66 29 (2989) 
66 58 7 (2905) 
34 60 58 (2994) 
36 29 62 (2948) 
52 36 60 (3041) 
48 56 52 (2833) 
34 52 62 (2904) 
56 25 52 (2693) 
56 36 62 (2826) 
48 66 62 (2744) 
34 3 52 (2699) 
58 3 36 (2746) 
40 56 3 (2679) 
48 34 58 (2856) 
42 60 7 (2579) 
40 56 7 (2894) 
34 58 62 (2913) 
40 29 7 (3043) 
40 52 44 (2575) 
25 36 7 (2677) 
48 25 36 (2730) 
48 9 60 (2672) 
56 42 29 (2558) 
66 58 62 (2892) 
56 52 5 (2798) 
34 58 29 (3035) 
40 42 58 (2696) 
34 36 5 (2792) 
25 66 60 (2715) 
48 66 34 (2738) 
66 5 7 (2723) 
34 62 7 (2803) 
9 52 5 (2675) 
40 42 29 (2685) 
9 58 5 (2682) 
40 34 7 (2907) 
58 60 62 (3014) 
40 3 29 (2813) 
9 5 29 (2679) 
9 66 52 (2707) 
40 3 36 (2720) 
36 5 29 (2867) 
48 34 5 (2706) 
58 3 5 (2639) 
56 3 60 (2670) 
66 3 7 (2630) 
64 58 52 (2629) 
25 34 62 (2598) 
48 52 29 (2987) 
40 48 62 (2862) 
48 36 62 (2851) 
66 3 60 (2703) 
64 40 60 (2584) 
56 66 7 (2749) 
58 36 29 (3083) 
9 5 7 (2572) 
25 36 5 (2583) 
40 9 7 (2733) 
25 60 62 (2711) 
48 36 5 (2762) 
42 60 58 (2687) 
40 25 56 (2672) 
56 25 36 (2631) 
34 5 62 (2778) 
40 48 5 (2767) 
9 29 7 (2755) 
40 9 58 (2851) 
42 52 58 (2707) 
56 34 52 (2879) 
40 58 3 (2813) 
48 60 62 (2851) 
40 66 7 (2882) 
9 66 62 (2597) 
36 62 7 (2843) 
3 52 29 (2830) 
34 60 7 (2885) 
56 36 7 (2822) 
34 5 29 (2885) 
48 34 36 (2831) 
40 25 48 (2723) 
56 3 36 (2611) 
40 56 5 (2783) 
56 52 62 (2918) 
40 9 56 (2730) 
25 58 52 (2849) 
40 34 62 (2901) 
60 36 62 (2917) 
40 62 7 (2925) 
52 58 44 (2600) 
9 34 29 (2751) 
56 60 5 (2756) 
9 58 60 (2834) 
25 34 7 (2603) 
34 36 58 (2942) 
66 5 29 (2828) 
40 52 29 (3144) 
3 52 5 (2630) 
40 66 36 (2900) 
40 25 52 (2824) 
66 42 29 (2604) 
34 60 62 (2869) 
48 52 62 (2866) 
48 25 56 (2586) 
40 56 29 (2981) 
56 25 7 (2598) 
58 62 7 (2940) 
58 36 62 (2963) 
48 25 66 (2621) 
48 56 29 (2823) 
40 25 66 (2691) 
60 58 52 (3137) 
48 5 7 (2676) 
40 9 36 (2755) 
48 9 58 (2690) 
66 60 42 (2612) 
56 66 36 (2749) 
66 34 5 (2753) 
64 52 29 (2615) 
40 66 60 (2997) 
56 5 29 (2796) 
48 62 7 (2757) 
48 3 62 (2557) 
42 58 29 (2701) 
25 52 62 (2728) 
40 34 3 (2683) 
34 58 7 (2929) 
48 25 29 (2737) 
25 60 7 (2715) 
48 58 5 (2787) 
9 34 7 (2644) 
40 56 36 (2899) 
40 42 52 (2691) 
34 3 62 (2600) 
64 58 60 (2583) 
48 34 62 (2730) 
25 52 29 (2838) 
56 29 62 (2908) 
40 5 7 (2838) 
48 60 5 (2761) 
40 66 42 (2596) 
40 34 36 (2920) 
66 52 58 (3009) 
40 3 5 (2618) 
3 5 29 (2639) 
60 62 7 (2896) 
34 58 42 (2601) 
56 25 34 (2568) 
40 48 56 (2813) 
34 29 62 (2909) 
40 34 52 (3008) 
56 62 7 (2821) 
52 29 62 (3034) 
9 58 3 (2571) 
56 58 52 (3015) 
9 36 29 (2769) 
66 58 42 (2611) 
34 58 5 (2888) 
58 36 5 (2873) 
48 58 62 (2877) 
48 66 5 (2684) 
66 52 5 (2821) 
56 58 7 (2918) 
58 5 29 (2963) 
9 36 7 (2658) 
48 60 7 (2868) 
9 36 5 (2586) 
48 66 60 (2873) 
3 36 62 (2631) 
58 29 62 (3045) 
40 58 52 (3158) 
60 34 52 (2986) 
25 66 58 (2714) 
66 36 7 (2809) 
40 56 60 (2950) 
40 58 5 (2949) 
25 58 7 (2742) 
5 29 7 (2856) 
40 3 7 (2739) 
25 66 52 (2705) 
48 58 7 (2892) 
60 36 5 (2827) 
60 66 52 (3010) 
48 29 7 (2886) 
40 9 62 (2738) 
34 36 62 (2816) 
66 36 5 (2735) 
25 52 60 (2822) 
56 5 62 (2722) 
56 66 52 (2841) 
40 5 62 (2846) 
36 29 7 (2972) 
40 60 5 (2904) 
48 58 3 (2672) 
5 62 7 (2747) 
48 9 29 (2683) 
56 58 5 (2802) 
9 58 62 (2750) 
56 3 7 (2630) 
25 29 62 (2726) 
40 9 34 (2733) 
34 52 42 (2597) 
56 66 60 (2846) 
60 36 7 (2934) 
9 34 5 (2622) 
52 36 7 (2968) 
56 66 34 (2730) 
60 5 29 (2919) 
60 42 52 (2682) 
25 34 60 (2684) 
52 62 7 (2929) 
29 62 7 (2933) 
58 52 62 (3049) 
66 60 34 (2886) 
25 34 36 (2646) 
66 36 58 (2923) 
56 42 52 (2565) 
66 3 29 (2703) 
56 9 60 (2713) 
40 56 58 (2995) 
25 62 7 (2621) 
60 5 62 (2813) 
66 5 62 (2725) 
58 60 29 (3135) 
34 5 7 (2783) 
48 58 52 (3001) 
60 52 29 (3125) 
66 58 34 (2885) 
34 52 7 (2921) 
40 56 66 (2823) 
40 48 36 (2961) 
66 52 34 (2877) 
40 25 36 (2768) 
60 34 36 (2898) 
42 29 7 (2599) 
66 52 62 (2881) 
40 56 34 (2861) 
66 60 29 (3013) 
48 52 7 (2882) 
58 44 29 (2596) 
42 36 58 (2625) 
56 34 36 (2787) 
9 34 52 (2745) 
3 52 7 (2756) 
66 34 7 (2777) 
40 58 36 (3072) 
56 66 29 (2838) 
34 52 5 (2880) 
3 29 7 (2765) 
25 66 62 (2600) 
9 52 62 (2742) 
40 9 29 (2844) 
9 58 7 (2754) 
34 36 29 (2939) 
40 3 60 (2780) 
48 56 36 (2812) 
9 3 52 (2565) 
56 34 29 (2880) 
40 48 66 (2849) 
58 60 7 (3030) 
40 44 29 (2571) 
56 60 7 (2874) 
40 25 58 (2833) 
40 36 7 (2953) 
48 36 7 (2867) 
40 34 58 (3016) 
40 9 48 (2669) 
9 58 29 (2865) 
56 66 5 (2664) 
56 52 36 (2919) 
40 52 62 (3034) 
40 60 52 (3113) 
42 60 29 (2678) 
56 36 29 (2909) 
34 52 58 (3030) 
25 58 60 (2831) 
56 34 58 (2883) 
40 56 52 (2991) 
56 9 62 (2657) 
60 36 29 (3039) 
52 66 36 (2913) 
34 3 36 (2613) 
25 36 29 (2782) 
48 60 36 (2960) 
66 52 29 (3002) 
40 66 62 (2877) 
9 66 29 (2711) 
52 29 7 (3058) 
66 58 29 (3012) 
40 36 5 (2853) 
3 60 5 (2605) 
25 52 7 (2733) 
58 3 29 (2839) 
48 56 62 (2740) 
9 34 58 (2752) 
36 5 62 (2762) 
60 3 36 (2712) 
9 60 7 (2718) 
48 42 58 (2563) 
48 56 34 (2701) 
56 9 36 (2655) 
58 52 29 (3169) 
40 48 52 (2976) 
56 36 5 (2706) 
25 34 58 (2711) 
9 66 36 (2618) 
40 66 34 (2865) 
48 3 29 (2672) 
60 66 36 (2924) 
56 66 58 (2845) 
48 60 52 (2975) 
40 34 5 (2870) 
40 42 7 (2586) 
9 52 7 (2747) 
9 62 7 (2631) 
56 25 29 (2685) 
66 58 5 (2831) 
9 5 62 (2580) 
40 58 7 (3049) 
40 48 3 (2646) 
3 60 7 (2731) 
48 3 7 (2598) 
64 40 58 (2629) 
3 5 7 (2568) 
25 34 29 (2708) 
48 9 7 (2572) 
58 52 5 (2959) 
25 66 36 (2649) 
25 52 5 (2639) 
9 58 36 (2776) 
66 29 7 (2902) 
9 58 52 (2865) 
40 66 58 (2996) 
56 3 29 (2704) 
58 3 62 (2724) 
52 5 29 (2953) 
42 52 5 (2556) 
48 34 7 (2747) 
3 60 29 (2805) 
3 52 62 (2715) 
60 58 36 (3051) 
64 58 29 (2615) 
9 60 29 (2829) 
3 29 62 (2724) 
48 9 52 (2683) 
40 60 62 (2999) 
48 66 7 (2758) 
56 9 29 (2744) 
9 66 34 (2610) 
56 52 29 (3001) 
40 56 62 (2909) 
40 25 60 (2807) 
40 34 29 (3013) 
42 52 7 (2597) 
64 60 29 (2571) 
56 25 62 (2609) 
60 42 36 (2600) 
48 56 5 (2620) 
48 9 66 (2567) 
48 52 5 (2777) 
48 9 56 (2569) 
48 25 60 (2731) 
66 60 58 (3020) 
56 60 52 (2969) 
52 42 36 (2620) 
40 48 60 (2961) 
66 62 7 (2777) 
40 52 7 (3039) 
56 3 62 (2627) 
64 60 52 (2583) 
40 3 52 (2804) 
48 66 36 (2847) 
60 52 5 (2913) 
60 29 62 (3001) 
34 60 29 (2991) 
58 5 7 (2858) 
40 5 29 (2943) 
25 60 29 (2820) 
40 66 3 (2679) 
34 36 7 (2833) 
36 5 7 (2762) 
40 60 29 (3111) 
25 58 5 (2648) 
25 34 52 (2704) 
48 66 58 (2872) 
64 40 52 (2629) 
9 66 60 (2715) 
42 60 62 (2572) 
66 60 5 (2832) 
34 60 42 (2578) 
48 9 36 (2665) 
40 48 34 (2834) 
56 58 60 (2973) 
52 36 62 (2952) 
56 42 58 (2569) 
66 3 36 (2610) 
40 52 36 (3062) 
66 3 52 (2694) 
48 25 34 (2601) 
58 29 7 (3068) 
40 9 52 (2844) 
48 60 29 (2973) 
42 36 29 (2614) 
34 3 7 (2632) 
56 34 5 (2736) 
42 58 5 (2561) 
9 36 52 (2769) 
40 42 36 (2609) 
58 3 60 (2805) 
58 3 7 (2765) 
66 36 62 (2795) 
48 25 58 (2748) 
40 25 29 (2822) 
48 42 52 (2558) 
40 48 29 (2972) 
40 9 66 (2694) 
48 25 7 (2632) 
25 36 60 (2766) 
56 5 7 (2709) 
56 9 7 (2651) 
40 36 29 (3058) 
42 52 62 (2592) 
25 34 5 (2570) 
48 3 60 (2650) 
56 58 62 (2923) 
40 3 62 (2709) 
34 3 29 (2706) 
40 29 62 (3030) 
5 62 29 (2852) 
25 58 36 (2793) 
56 25 60 (2669) 
25 36 52 (2784) 
40 34 60 (2973) 
42 52 29 (2696) 
56 9 5 (2566) 
9 66 58 (2714) 
34 60 5 (2844) 
40 42 62 (2588) 
48 34 52 (2848) 
52 36 29 (3073) 
60 58 44 (2564) 
56 9 58 (2751) 
48 5 29 (2781) 
9 36 60 (2738) 
56 60 62 (2877) 
48 29 62 (2862) 
25 5 29 (2645) 
40 58 60 (3123) 
66 52 7 (2895) 
60 29 7 (3024) 
48 34 29 (2853) 
48 66 52 (2862) 
9 52 29 (2858) 
40 48 7 (2867) 
60 3 52 (2796) 
40 58 62 (3045) 
56 29 7 (2912) 
66 3 58 (2703) 
48 58 60 7 (2867) 
48 60 34 52 (2823) 
48 56 34 52 (2696) 
48 3 36 7 (2572) 
48 66 5 7 (2575) 
9 36 62 52 (2645) 
40 48 58 52 (2975) 
56 66 52 5 (2659) 
40 9 52 48 (2661) 
40 34 60 42 (2564) 
40 9 5 29 (2662) 
9 36 5 29 (2582) 
25 36 29 52 (2772) 
48 52 3 36 (2637) 
40 25 36 5 (2562) 
40 66 52 5 (2801) 
66 3 52 29 (2694) 
34 52 58 5 (2879) 
40 9 62 56 (2645) 
9 60 5 29 (2642) 
25 34 52 5 (2562) 
42 60 58 7 (2578) 
56 60 5 7 (2664) 
60 34 52 42 (2573) 
40 5 29 7 (2835) 
40 34 60 58 (2972) 
42 52 29 7 (2593) 
56 34 36 5 (2639) 
56 34 29 7 (2788) 
40 25 58 52 (2823) 
40 9 66 36 (2597) 
66 58 52 34 (2876) 
56 29 62 7 (2814) 
25 66 52 34 (2577) 
48 60 34 36 (2806) 
42 60 29 62 (2562) 
40 58 60 62 (2999) 
56 66 5 62 (2588) 
25 66 58 7 (2599) 
25 66 60 62 (2600) 
52 58 44 29 (2585) 
40 3 60 7 (2706) 
58 60 29 7 (3023) 
25 34 58 29 (2707) 
56 58 3 29 (2704) 
40 58 52 7 (3038) 
34 52 42 29 (2593) 
3 29 62 7 (2650) 
66 36 29 7 (2805) 
40 9 60 56 (2691) 
56 66 36 34 (2633) 
52 42 36 60 (2594) 
58 3 60 7 (2731) 
40 66 5 62 (2712) 
58 3 34 29 (2706) 
66 3 36 29 (2610) 
48 56 36 29 (2797) 
56 58 3 7 (2630) 
40 42 52 62 (2582) 
56 36 29 7 (2815) 
40 66 58 7 (2881) 
40 48 36 5 (2741) 
56 36 5 29 (2699) 
34 60 5 29 (2840) 
56 58 52 7 (2913) 
40 9 60 29 (2807) 
34 3 66 29 (2584) 
40 48 66 7 (2734) 
40 56 36 7 (2797) 
25 34 5 29 (2566) 
48 58 5 7 (2675) 
56 25 34 58 (2567) 
25 58 29 7 (2736) 
40 58 3 7 (2739) 
56 9 58 52 (2746) 
40 36 29 7 (2946) 
56 66 58 7 (2748) 
64 40 60 29 (2571) 
25 34 60 58 (2683) 
40 42 60 29 (2661) 
64 40 58 60 (2583) 
36 5 62 7 (2650) 
66 60 58 7 (2905) 
58 52 29 7 (3057) 
48 66 60 58 (2872) 
56 58 3 60 (2670) 
40 3 60 62 (2676) 
48 52 5 7 (2665) 
40 34 29 62 (2897) 
56 9 60 29 (2707) 
60 66 52 34 (2877) 
40 9 52 62 (2730) 
40 60 58 52 (3112) 
40 56 34 29 (2857) 
60 66 3 36 (2610) 
25 34 36 52 (2638) 
9 52 5 62 (2572) 
40 52 66 36 (2889) 
56 66 5 7 (2573) 
52 3 36 60 (2703) 
40 56 34 5 (2717) 
34 60 29 62 (2865) 
5 36 29 7 (2759) 
48 9 60 29 (2666) 
34 60 62 7 (2759) 
40 66 3 36 (2586) 
64 60 58 52 (2582) 
48 34 5 62 (2595) 
40 9 56 7 (2629) 
60 3 52 62 (2682) 
34 36 5 29 (2788) 
42 60 58 62 (2572) 
48 25 36 7 (2613) 
40 56 5 7 (2689) 
40 66 58 5 (2811) 
48 9 36 29 (2657) 
56 66 34 5 (2600) 
48 58 36 5 (2761) 
56 25 52 60 (2665) 
48 9 66 52 (2559) 
9 29 62 7 (2631) 
48 56 34 29 (2697) 
9 58 5 62 (2580) 
40 58 52 5 (2938) 
48 60 3 52 (2641) 
56 34 52 5 (2731) 
56 9 34 58 (2636) 
40 25 52 60 (2797) 
34 36 5 62 (2681) 
40 9 66 34 (2591) 
9 36 29 60 (2732) 
40 48 36 60 (2935) 
40 66 60 42 (2596) 
48 9 29 7 (2572) 
52 34 36 7 (2824) 
40 56 5 29 (2776) 
66 52 58 5 (2820) 
48 9 34 58 (2569) 
66 52 5 29 (2817) 
48 25 29 62 (2615) 
40 66 58 34 (2864) 
56 52 36 5 (2701) 
48 25 60 29 (2719) 
48 5 62 29 (2669) 
9 60 29 62 (2705) 
60 3 52 7 (2722) 
60 42 36 29 (2590) 
56 66 36 5 (2567) 
40 56 5 62 (2710) 
48 25 36 52 (2720) 
48 29 62 7 (2750) 
48 34 52 7 (2738) 
40 25 52 7 (2707) 
66 52 5 62 (2714) 
60 34 36 58 (2897) 
66 52 58 7 (2894) 
40 48 60 62 (2836) 
48 66 34 7 (2629) 
66 3 60 29 (2703) 
52 58 36 29 (3072) 
48 25 60 62 (2610) 
60 66 3 52 (2694) 
56 66 60 34 (2730) 
40 48 58 7 (2866) 
56 58 5 29 (2795) 
58 3 66 29 (2703) 
40 25 66 29 (2683) 
40 52 36 29 (3047) 
56 60 52 29 (2956) 
56 60 66 36 (2749) 
56 34 52 7 (2785) 
48 9 52 60 (2664) 
56 9 58 36 (2654) 
9 66 29 7 (2601) 
40 66 60 34 (2865) 
48 56 58 7 (2735) 
56 3 36 29 (2611) 
40 66 36 29 (2892) 
48 58 3 60 (2650) 
34 29 58 7 (2927) 
56 66 60 29 (2838) 
56 25 60 62 (2582) 
40 25 5 29 (2624) 
40 34 3 7 (2609) 
58 52 29 62 (3034) 
56 66 34 7 (2637) 
48 52 36 5 (2751) 
3 36 29 62 (2631) 
9 52 29 7 (2747) 
40 60 36 62 (2902) 
34 29 62 7 (2801) 
40 56 58 29 (2980) 
40 48 3 7 (2572) 
60 58 36 29 (3038) 
56 58 5 62 (2722) 
60 66 52 58 (3009) 
34 36 58 7 (2832) 
40 42 60 7 (2562) 
40 66 34 7 (2756) 
40 25 60 62 (2696) 
58 5 62 29 (2852) 
58 3 60 62 (2691) 
40 56 66 29 (2815) 
60 34 3 36 (2579) 
56 36 29 62 (2811) 
66 58 62 7 (2777) 
40 9 66 7 (2580) 
56 60 36 29 (2864) 
56 58 60 29 (2960) 
56 34 5 7 (2646) 
66 52 34 62 (2757) 
25 66 58 62 (2600) 
40 48 5 62 (2663) 
56 66 58 29 (2837) 
3 5 29 7 (2568) 
42 52 58 7 (2596) 
9 34 29 62 (2635) 
48 66 5 62 (2577) 
56 36 5 62 (2625) 
66 34 62 7 (2657) 
56 58 52 29 (3000) 
40 25 36 60 (2741) 
58 36 5 29 (2866) 
40 56 66 5 (2645) 
66 60 29 62 (2884) 
40 66 58 42 (2595) 
40 9 60 62 (2699) 
40 58 3 36 (2720) 
66 60 34 29 (2882) 
25 66 29 7 (2596) 
40 25 52 62 (2713) 
56 66 3 60 (2568) 
48 60 3 36 (2624) 
48 9 34 52 (2562) 
40 48 36 52 (2950) 
25 52 29 7 (2727) 
48 25 66 60 (2621) 
48 56 52 60 (2806) 
34 3 5 29 (2572) 
56 9 60 62 (2618) 
48 66 58 62 (2744) 
9 52 62 7 (2623) 
48 66 36 5 (2658) 
56 52 5 29 (2791) 
40 34 58 5 (2869) 
48 25 60 56 (2568) 
40 42 58 7 (2585) 
40 52 5 7 (2827) 
56 34 3 52 (2584) 
9 66 58 62 (2597) 
48 58 52 62 (2866) 
40 3 52 5 (2609) 
40 56 60 7 (2850) 
25 34 60 7 (2575) 
40 52 5 29 (2932) 
48 52 66 36 (2836) 
40 25 60 48 (2706) 
9 58 60 5 (2643) 
40 52 62 7 (2914) 
40 48 52 62 (2851) 
48 25 58 56 (2585) 
56 9 58 5 (2565) 
52 58 36 5 (2862) 
9 58 62 7 (2631) 
34 36 5 7 (2686) 
60 58 52 62 (3003) 
48 25 36 29 (2718) 
42 60 58 29 (2677) 
48 56 52 62 (2735) 
52 66 36 62 (2784) 
48 56 66 58 (2697) 
48 25 34 52 (2593) 
48 60 52 62 (2840) 
40 42 29 7 (2582) 
52 58 36 62 (2952) 
48 66 60 62 (2744) 
40 66 52 58 (2985) 
40 25 66 48 (2597) 
34 52 58 7 (2920) 
66 60 5 7 (2723) 
25 52 29 60 (2810) 
48 58 36 62 (2851) 
56 34 58 7 (2789) 
48 25 29 56 (2574) 
40 52 36 62 (2937) 
40 36 5 7 (2741) 
66 52 34 5 (2744) 
48 66 52 7 (2747) 
56 25 58 60 (2668) 
40 25 34 52 (2681) 
60 52 5 62 (2802) 
9 66 60 7 (2601) 
9 58 52 5 (2674) 
56 9 58 60 (2712) 
48 66 58 34 (2737) 
52 36 29 7 (2961) 
40 9 34 60 (2696) 
40 25 58 7 (2716) 
40 66 36 62 (2780) 
48 25 58 7 (2631) 
40 9 29 7 (2733) 
48 3 60 7 (2576) 
40 25 34 48 (2578) 
40 58 29 7 (3042) 
48 56 5 29 (2613) 
3 52 5 7 (2559) 
40 9 66 29 (2690) 
56 66 52 7 (2744) 
56 36 5 7 (2612) 
40 25 48 7 (2606) 
56 25 34 52 (2564) 
40 56 58 62 (2909) 
56 34 60 62 (2747) 
40 34 5 29 (2866) 
40 34 58 29 (3012) 
60 42 52 62 (2566) 
56 34 60 5 (2691) 
56 58 29 7 (2911) 
40 25 60 29 (2795) 
60 36 5 29 (2822) 
40 34 36 5 (2773) 
40 34 29 7 (2905) 
25 34 58 5 (2569) 
34 3 52 62 (2593) 
34 3 58 7 (2632) 
64 60 52 29 (2570) 
66 60 34 5 (2753) 
66 29 58 7 (2901) 
9 58 60 62 (2711) 
9 58 52 29 (2857) 
66 36 58 7 (2808) 
58 3 62 7 (2650) 
40 25 62 7 (2606) 
56 58 60 62 (2877) 
40 25 60 7 (2690) 
25 34 36 29 (2642) 
40 9 66 62 (2585) 
66 36 34 62 (2669) 
60 58 3 36 (2712) 
9 58 52 7 (2746) 
66 34 62 29 (2762) 
40 25 34 36 (2623) 
9 52 62 60 (2703) 
66 60 62 7 (2777) 
56 25 29 7 (2592) 
56 9 36 29 (2647) 
56 60 29 7 (2867) 
66 60 34 62 (2766) 
40 42 52 7 (2580) 
58 3 36 7 (2672) 
42 52 58 29 (2695) 
64 40 52 60 (2583) 
40 34 3 29 (2683) 
40 34 3 62 (2588) 
25 34 58 62 (2598) 
60 66 36 7 (2809) 
40 34 58 42 (2587) 
25 36 29 60 (2754) 
56 9 29 62 (2649) 
48 34 36 5 (2680) 
25 52 62 7 (2611) 
66 36 62 7 (2680) 
66 5 62 29 (2721) 
56 58 29 62 (2908) 
66 52 29 7 (2891) 
25 36 29 7 (2671) 
48 34 36 58 (2830) 
40 60 34 52 (2964) 
60 34 36 29 (2894) 
40 48 36 56 (2787) 
58 60 29 62 (3001) 
40 60 62 7 (2881) 
48 66 60 34 (2738) 
40 58 3 60 (2780) 
56 3 52 7 (2626) 
56 9 36 62 (2560) 
40 48 34 36 (2808) 
60 34 3 52 (2665) 
56 34 60 7 (2745) 
56 3 29 7 (2630) 
48 56 34 60 (2676) 
9 66 36 29 (2614) 
60 34 36 5 (2747) 
48 9 29 56 (2561) 
25 66 58 34 (2584) 
56 60 58 52 (2968) 
52 36 29 62 (2937) 
52 5 62 7 (2736) 
40 9 36 5 (2569) 
